,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,propextent,propextent_txt
48659,1991,10,20,92,India,6,South Asia,Punjab,Sangrur,30.245796,75.842072,7,Facility/Infrastructure Attack,1,Business,92.0,India,Sikh Extremists,8,Incendiary,0.0,,
48660,1991,10,20,92,India,6,South Asia,Punjab,Sangrur,30.245796,75.842072,7,Facility/Infrastructure Attack,1,Business,92.0,India,Sikh Extremists,8,Incendiary,0.0,,
48661,1991,10,20,92,India,6,South Asia,Punjab,Sangrur,30.245796,75.842072,7,Facility/Infrastructure Attack,1,Business,92.0,India,Sikh Extremists,8,Incendiary,0.0,,
48662,1991,10,20,92,India,6,South Asia,Punjab,Sangrur,30.245796,75.842072,7,Facility/Infrastructure Attack,1,Business,92.0,India,Sikh Extremists,8,Incendiary,0.0,,
48663,1991,10,20,92,India,6,South Asia,Punjab,Sangrur,30.245796,75.842072,7,Facility/Infrastructure Attack,1,Business,92.0,India,Sikh Extremists,8,Incendiary,0.0,,
48664,1991,10,20,92,India,6,South Asia,Punjab,Sangrur,30.245796,75.842072,7,Facility/Infrastructure Attack,1,Business,92.0,India,Sikh Extremists,8,Incendiary,0.0,,
48702,1991,10,22,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,217.0,United States,Unknown,13,Unknown,0.0,,
48790,1991,10,26,92,India,6,South Asia,Punjab,Mehtiana,31.373358,75.819836,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,7.0,,
48861,1991,10,31,92,India,6,South Asia,Unknown,Chuslewad,,,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,3.0,,
48862,1991,10,31,92,India,6,South Asia,Unknown,Gohalwad,,,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,7.0,,
48863,1991,10,31,92,India,6,South Asia,Punjab,Khabe Rajputan,31.672482,75.281447,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,2.0,,
48868,1991,10,31,92,India,6,South Asia,Uttar Pradesh,Ayodhya,26.8,82.2,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,92.0,India,Hindu extremists,13,Unknown,0.0,,
48870,1991,11,1,92,India,6,South Asia,Assam,Barpeta,26.329008,91.005433,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,6.0,,
48886,1991,11,2,92,India,6,South Asia,Assam,Guwahati,26.149794,91.763931,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,5.0,,
48887,1991,11,2,92,India,6,South Asia,Assam,Unknown,26.200605,92.937574,3,Bombing/Explosion,3,Police,92.0,India,Bodo Militants,6,Explosives,4.0,,
48896,1991,11,2,92,India,6,South Asia,Assam,Unknown,26.200605,92.937574,1,Assassination,14,Private Citizens & Property,92.0,India,Bodo Militants,9,Melee,6.0,,
48904,1991,11,2,92,India,6,South Asia,Jammu and Kashmir,Unknown,33.778175,76.576171,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,7.0,,
48905,1991,11,2,92,India,6,South Asia,Jammu and Kashmir,Unknown,33.778175,76.576171,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,7.0,,
48912,1991,11,3,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,1.0,,
48946,1991,11,4,92,India,6,South Asia,Punjab,Jalandhar,31.326015,75.576183,1,Assassination,22,Violent Political Party,92.0,India,Sikh Extremists,5,Firearms,6.0,,
48955,1991,11,4,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),10,Journalists & Media,92.0,India,Lashkari-e-Adam (Army of Adam),5,Firearms,0.0,,
48992,1991,11,8,92,India,6,South Asia,Maharashtra,Kalyan,19.240331,73.13054,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,10.0,,
49011,1991,11,9,92,India,6,South Asia,Haryana,Sirsa,29.533593,75.017703,2,Armed Assault,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,5,Firearms,10.0,,
49017,1991,11,10,92,India,6,South Asia,Uttar Pradesh,Pilkhuwa,28.711969,77.654457,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,3.0,,
49024,1991,11,10,92,India,6,South Asia,Orissa,Peramagauda,18.580556,82.12,3,Bombing/Explosion,3,Police,92.0,India,People's War Group (PWG),6,Explosives,9.0,,
49041,1991,11,12,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,8,Educational Institution,92.0,India,Unknown,6,Explosives,0.0,,
49055,1991,11,13,92,India,6,South Asia,Tripura,Agartala,23.830985,91.286371,1,Assassination,22,Violent Political Party,92.0,India,Unknown,5,Firearms,1.0,,
49063,1991,11,13,92,India,6,South Asia,Uttar Pradesh,Varanasi,25.317645,82.973914,2,Armed Assault,14,Private Citizens & Property,92.0,India,Hindu extremists,5,Firearms,13.0,,
49076,1991,11,15,92,India,6,South Asia,Andhra Pradesh,Nandyal District,15.478569,78.483093,3,Bombing/Explosion,2,Government (General),92.0,India,Sikh Extremists,6,Explosives,2.0,,
49110,1991,11,15,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,22,Violent Political Party,92.0,India,Sikh Extremists,6,Explosives,4.0,,
49130,1991,11,16,92,India,6,South Asia,Uttar Pradesh,Unknown,26.846709,80.946159,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,9.0,,
49131,1991,11,16,92,India,6,South Asia,Uttar Pradesh,Unknown,26.846709,80.946159,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,3.0,,
49185,1991,11,21,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,18.0,,
49322,1991,12,1,92,India,6,South Asia,Unknown,Hajera,,,3,Bombing/Explosion,3,Police,92.0,India,Sikh Extremists,6,Explosives,3.0,,
49339,1991,12,5,92,India,6,South Asia,Uttar Pradesh,Pilibhit,28.620794,79.812865,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,24.0,,
49340,1991,12,5,92,India,6,South Asia,Haryana,Tohana,29.716313,75.905675,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,23.0,,
49341,1991,12,5,92,India,6,South Asia,Uttar Pradesh,Pilibhit,28.620794,79.812865,2,Armed Assault,19,Transportation,92.0,India,Sikh Extremists,5,Firearms,8.0,,
49342,1991,12,5,92,India,6,South Asia,Uttar Pradesh,Kheri,27.906465,80.796249,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,6.0,,
49343,1991,12,5,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,1,Business,92.0,India,Sikh Extremists,5,Firearms,1.0,,
49348,1991,12,6,92,India,6,South Asia,Uttar Pradesh,Unknown,26.846709,80.946159,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,10.0,,
49434,1991,12,13,92,India,6,South Asia,Punjab,Gurdaspur district,32.040763,75.401886,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,2.0,,
49507,1991,12,19,92,India,6,South Asia,Andhra Pradesh,Huzurabad,18.201894,79.396707,9,Unknown,3,Police,92.0,India,People's War Group (PWG),13,Unknown,2.0,,
49508,1991,12,19,92,India,6,South Asia,Andhra Pradesh,Ramapuram,13.513874,80.091903,3,Bombing/Explosion,3,Police,92.0,India,People's War Group (PWG),6,Explosives,10.0,,
49509,1991,12,19,92,India,6,South Asia,Maharashtra,Nagpur,21.1458,79.088155,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,People's War Group (PWG),5,Firearms,0.0,,
49539,1991,12,22,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,4.0,,
49548,1991,12,23,92,India,6,South Asia,Bihar,Belaganj,24.971446,84.973139,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,6.0,,
49581,1991,12,26,92,India,6,South Asia,Punjab,Sohian,30.797927,75.53786,2,Armed Assault,19,Transportation,92.0,India,Sikh Extremists,5,Firearms,47.0,,
49623,1991,12,30,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,0.0,,
49694,1992,1,6,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,0.0,,
49695,1992,1,6,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,0.0,,
49696,1992,1,6,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,3,Bombing/Explosion,1,Business,92.0,India,Sikh Extremists,6,Explosives,0.0,,
49723,1992,1,8,92,India,6,South Asia,Punjab,Kharar,30.748882,76.641358,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,7.0,,
49724,1992,1,8,92,India,6,South Asia,Punjab,Malerkotla,30.523208,75.888251,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,10.0,,
49829,1992,1,16,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Ikhwan-ul-Muslimeen,5,Firearms,0.0,,
49833,1992,1,17,92,India,6,South Asia,Punjab,Samana,30.155434,76.195762,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,8.0,,
49851,1992,1,18,92,India,6,South Asia,Bihar,Golwara,26.141114,85.176449,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
49862,1992,1,19,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,3,Bombing/Explosion,3,Police,92.0,India,Muslim Militants,6,Explosives,0.0,,
49870,1992,1,20,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,3,Bombing/Explosion,2,Government (General),92.0,India,Muslim Militants,6,Explosives,0.0,,
49883,1992,1,21,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),3,Police,92.0,India,Jammu and Kashmir Liberation Front,5,Firearms,0.0,,
49908,1992,1,23,92,India,6,South Asia,Punjab,Jalandhar,31.326015,75.576183,2,Armed Assault,22,Violent Political Party,92.0,India,Sikh Extremists,5,Firearms,4.0,,
49916,1992,1,24,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,3,Bombing/Explosion,3,Police,92.0,India,Kashmiri extremists,6,Explosives,1.0,,
49970,1992,1,29,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,1.0,3.0,Minor (likely < $1 million)
50011,1992,2,1,92,India,6,South Asia,Haryana,Ambala,30.378179,76.776697,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,5.0,,
50028,1992,2,3,92,India,6,South Asia,Punjab,Sangrur,30.245796,75.842072,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,0.0,,
50038,1992,2,4,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,3,Bombing/Explosion,10,Journalists & Media,92.0,India,Allah's Tigers,6,Explosives,1.0,,
50044,1992,2,4,92,India,6,South Asia,Maharashtra,Sindi,20.805,78.8875,3,Bombing/Explosion,19,Transportation,92.0,India,Laiq Chanio Group of Dacoit Bandits,5,Firearms,1.0,,
50109,1992,2,8,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Unknown,5,Firearms,0.0,,
50115,1992,2,10,92,India,6,South Asia,Punjab,Patiala district,30.34,76.38,1,Assassination,8,Educational Institution,92.0,India,Sikh Extremists,13,Unknown,1.0,,
50116,1992,2,10,92,India,6,South Asia,Punjab,Sangrur District,30.245796,75.842072,1,Assassination,8,Educational Institution,92.0,India,Sikh Extremists,13,Unknown,1.0,,
50117,1992,2,10,92,India,6,South Asia,Punjab,Sangrur District,30.245796,75.842072,1,Assassination,8,Educational Institution,92.0,India,Sikh Extremists,13,Unknown,1.0,,
50118,1992,2,10,92,India,6,South Asia,Punjab,Sangrur District,30.245796,75.842072,1,Assassination,8,Educational Institution,92.0,India,Sikh Extremists,13,Unknown,1.0,,
50119,1992,2,10,92,India,6,South Asia,Punjab,Sangrur District,30.245796,75.842072,1,Assassination,8,Educational Institution,92.0,India,Sikh Extremists,13,Unknown,1.0,,
50120,1992,2,10,92,India,6,South Asia,Punjab,Sangrur District,30.245796,75.842072,1,Assassination,8,Educational Institution,92.0,India,Sikh Extremists,13,Unknown,1.0,,
50122,1992,2,10,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,3,Bombing/Explosion,2,Government (General),92.0,India,Unknown,6,Explosives,1.0,,
50135,1992,2,11,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,22,Violent Political Party,92.0,India,Sikh Extremists,5,Firearms,5.0,,
50150,1992,2,12,92,India,6,South Asia,Punjab,Bhatinda,30.210994,74.945474,2,Armed Assault,19,Transportation,92.0,India,Sikh Extremists,5,Firearms,5.0,,
50151,1992,2,12,92,India,6,South Asia,Uttar Pradesh,Lucknow,26.846694,80.946166,9,Unknown,14,Private Citizens & Property,92.0,India,Hindu extremists,13,Unknown,5.0,,
50166,1992,2,13,92,India,6,South Asia,Madhya Pradesh,Bara,24.031667,79.151389,2,Armed Assault,14,Private Citizens & Property,92.0,India,Maoist Communist Center (MCC),5,Firearms,37.0,,
50179,1992,2,15,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,3,Bombing/Explosion,2,Government (General),92.0,India,Sikh Extremists,6,Explosives,1.0,,
50189,1992,2,16,92,India,6,South Asia,Unknown,Nawapind Shokian,,,1,Assassination,22,Violent Political Party,92.0,India,Sikh Extremists,5,Firearms,5.0,,
50196,1992,2,17,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,9,Unknown,1,Business,92.0,India,Sikh Extremists,13,Unknown,12.0,,
50227,1992,2,18,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,3,Bombing/Explosion,10,Journalists & Media,92.0,India,Unknown,6,Explosives,0.0,,
50230,1992,2,18,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,92.0,India,Muslim Militants,5,Firearms,0.0,,
50238,1992,2,19,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,3,Bombing/Explosion,2,Government (General),92.0,India,Sikh Extremists,6,Explosives,1.0,,
50247,1992,2,20,92,India,6,South Asia,Punjab,Rure Kalan,30.26,75.439444,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,4.0,,
50282,1992,2,23,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,17,Terrorists/Non-State Militia,92.0,India,Al-Umar Mujahideen,5,Firearms,2.0,,
50289,1992,2,24,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,9.0,,
50307,1992,2,25,92,India,6,South Asia,Chandigarh,Chandigarh,30.733315,76.779418,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,1.0,,
50357,1992,3,1,92,India,6,South Asia,Jammu and Kashmir,Watapura-Bandipura,33.778175,76.576171,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Unknown,13,Unknown,0.0,,
50370,1992,3,3,92,India,6,South Asia,Himachal Pradesh,Jilhan,31.954356,76.890832,1,Assassination,2,Government (General),92.0,India,Unknown,6,Explosives,0.0,,
50378,1992,3,3,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),8,Educational Institution,92.0,India,Unknown,5,Firearms,0.0,,
50384,1992,3,4,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,3,Bombing/Explosion,20,Unknown,92.0,India,Sikh Extremists,6,Explosives,0.0,,
50387,1992,3,4,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,2.0,,
50416,1992,3,6,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Unknown,5,Firearms,0.0,,
50430,1992,3,7,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),10,Journalists & Media,92.0,India,Unknown,5,Firearms,0.0,,
50447,1992,3,10,92,India,6,South Asia,Unknown,Ghawaden Kothi,,,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,5.0,,
50477,1992,3,11,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,7,Facility/Infrastructure Attack,7,Government (Diplomatic),44.0,China,Unknown,8,Incendiary,0.0,,
50520,1992,3,13,92,India,6,South Asia,Jammu and Kashmir,Puhroo,33.778175,76.576171,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,4.0,,
50530,1992,3,14,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,9.0,,
50538,1992,3,14,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,9.0,,
50539,1992,3,14,92,India,6,South Asia,Unknown,Mogsangei,,,2,Armed Assault,2,Government (General),92.0,India,Maoists,5,Firearms,9.0,,
50540,1992,3,14,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,1.0,,
50579,1992,3,17,92,India,6,South Asia,Uttar Pradesh,Bareilly,28.367035,79.430438,3,Bombing/Explosion,1,Business,92.0,India,Sikh Extremists,6,Explosives,2.0,,
50613,1992,3,18,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,18.0,,
50672,1992,3,21,92,India,6,South Asia,Punjab,Ahmadgarh,30.678,75.827,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,13.0,,
50771,1992,3,27,92,India,6,South Asia,Unknown,Gherimandi,,,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,7.0,,
50804,1992,3,29,92,India,6,South Asia,Jharkhand,Jamshedpur,22.804567,86.202875,3,Bombing/Explosion,6,Airports & Aircraft,92.0,India,Jharkhand Tribal Forces,6,Explosives,0.0,,
50833,1992,3,30,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,3,Bombing/Explosion,10,Journalists & Media,92.0,India,Unknown,6,Explosives,0.0,,
50847,1992,3,31,92,India,6,South Asia,Uttar Pradesh,Ayodhya,26.8,82.2,3,Bombing/Explosion,15,Religious Figures/Institutions,92.0,India,Unknown,6,Explosives,0.0,,
50867,1992,4,1,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,1,Assassination,3,Police,92.0,India,Sikh Extremists,6,Explosives,5.0,,
50894,1992,4,2,92,India,6,South Asia,Punjab,Batala,31.8186,75.2028,2,Armed Assault,4,Military,92.0,India,Sikh Extremists,5,Firearms,0.0,,
50895,1992,4,2,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,2,Armed Assault,4,Military,92.0,India,Sikh Extremists,5,Firearms,3.0,,
50899,1992,4,3,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,4,Military,92.0,India,Sikh Extremists,5,Firearms,3.0,,
50926,1992,4,4,92,India,6,South Asia,Chhattisgarh,Gidher,23.738956,81.969846,2,Armed Assault,3,Police,92.0,India,Muslim Militants,5,Firearms,0.0,,
50927,1992,4,4,92,India,6,South Asia,Jammu and Kashmir,Bandipora,34.419539,74.63827,2,Armed Assault,3,Police,92.0,India,Muslim Militants,5,Firearms,2.0,,
50928,1992,4,4,92,India,6,South Asia,Assam,Guwahati,26.149794,91.763931,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Bodo Militants,5,Firearms,1.0,,
50929,1992,4,4,92,India,6,South Asia,Jammu and Kashmir,Kupwara,34.526179,74.254614,6,Hostage Taking (Kidnapping),3,Police,92.0,India,Sikh Extremists,5,Firearms,0.0,,
50973,1992,4,8,92,India,6,South Asia,Jammu and Kashmir,Doda,33.14575,75.548049,3,Bombing/Explosion,3,Police,92.0,India,Muslim Militants,5,Firearms,3.0,,
50974,1992,4,8,92,India,6,South Asia,Jammu and Kashmir,Sopore District,34.286763,74.462401,2,Armed Assault,4,Military,92.0,India,Muslim Militants,5,Firearms,8.0,,
50979,1992,4,9,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,Assassination,14,Private Citizens & Property,92.0,India,Kashmiri Hezbollah,5,Firearms,3.0,,
51027,1992,4,13,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,1.0,,
51028,1992,4,13,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,1.0,,
51035,1992,4,13,92,India,6,South Asia,Jammu and Kashmir,Sopore,34.288891,74.463715,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,7.0,,
51062,1992,4,16,92,India,6,South Asia,Unknown,Thuth Dhandari,,,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,9.0,,
51078,1992,4,16,92,India,6,South Asia,Unknown,Thuth Dhandari,,,2,Armed Assault,4,Military,92.0,India,Sikh Extremists,5,Firearms,3.0,,
51128,1992,4,23,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,0.0,,
51140,1992,4,24,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,3,Bombing/Explosion,1,Business,92.0,India,Sikh Extremists,6,Explosives,0.0,,
51144,1992,4,25,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,0.0,,
51146,1992,4,25,92,India,6,South Asia,Jammu and Kashmir,Anantnag,33.732216,75.157913,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,7.0,,
51151,1992,4,26,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,1.0,,
51154,1992,4,26,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,0.0,,
51155,1992,4,26,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,0.0,,
51156,1992,4,26,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,0.0,,
51157,1992,4,26,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,0.0,,
51158,1992,4,26,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,0.0,,
51159,1992,4,26,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,0.0,,
51160,1992,4,26,92,India,6,South Asia,Jammu and Kashmir,Wasoora,33.834629,74.980785,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Kashmiri extremists,6,Explosives,9.0,3.0,Minor (likely < $1 million)
51161,1992,4,26,92,India,6,South Asia,West Bengal,Labpur,23.816944,87.804167,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,3.0,,
51163,1992,4,27,92,India,6,South Asia,Jammu and Kashmir,Baramulla,34.205605,74.353867,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,1.0,,
51168,1992,4,27,92,India,6,South Asia,Unknown,Pishikash,,,2,Armed Assault,1,Business,,,Sikh Extremists,5,Firearms,14.0,,
51175,1992,4,28,92,India,6,South Asia,Punjab,Pandori,30.829115,75.63972,1,Assassination,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,5,Firearms,0.0,,
51301,1992,5,6,92,India,6,South Asia,Delhi,Delhi,28.690073,77.213982,1,Assassination,7,Government (Diplomatic),106.0,Kuwait,Unknown,5,Firearms,0.0,,
51316,1992,5,6,92,India,6,South Asia,Punjab,Patiala,30.34,76.38,2,Armed Assault,2,Government (General),92.0,India,Unknown,5,Firearms,2.0,,
51332,1992,5,7,92,India,6,South Asia,Punjab,Jalandhar district,31.326015,75.576183,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,0.0,,
51338,1992,5,7,92,India,6,South Asia,Haryana,Karnal District,29.685693,76.990483,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,15.0,,
51355,1992,5,8,92,India,6,South Asia,Nagaland,Unknown,26.158435,94.562443,2,Armed Assault,14,Private Citizens & Property,92.0,India,Naga People,5,Firearms,4.0,,
51359,1992,5,9,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,2,Government (General),92.0,India,Shia Muslim extremists,6,Explosives,10.0,,
51381,1992,5,10,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,1.0,,
51394,1992,5,10,92,India,6,South Asia,Rajasthan,Bhairopura,25.68927,75.702149,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,10.0,,
51455,1992,5,15,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,3.0,,
51456,1992,5,15,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Al-Umar Mujahideen,5,Firearms,7.0,,
51470,1992,5,16,92,India,6,South Asia,Jammu and Kashmir,Baramulla district,34.205141,74.349494,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,2.0,,
51471,1992,5,16,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,2,Armed Assault,2,Government (General),92.0,India,Muslim Militants,5,Firearms,4.0,,
