,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,propextent,propextent_txt
21687,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21688,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21689,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21690,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21691,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21692,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21693,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21694,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21695,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21696,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21697,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21698,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21699,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21700,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21701,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21702,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21703,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21704,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21705,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21706,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21707,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21708,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21709,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21710,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21711,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21712,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21713,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21714,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21715,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21716,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21717,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21718,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21719,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21720,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21721,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Dishmish Regiment,5,Firearms,0.0,,
21722,1984,4,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Dishmish Regiment,8,Incendiary,0.0,,
21730,1984,4,16,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,17,Terrorists/Non-State Militia,92.0,India,Sikh Extremists,5,Firearms,1.0,,
21731,1984,4,16,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,22,Violent Political Party,92.0,India,Sikh Extremists,13,Unknown,1.0,,
21732,1984,4,16,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,15,Religious Figures/Institutions,92.0,India,Unknown,5,Firearms,1.0,,
21743,1984,4,17,92,India,6,South Asia,Jammu and Kashmir,Bhela,33.315527,74.622476,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,13,Unknown,2.0,,
21746,1984,4,17,92,India,6,South Asia,Chandigarh,Chandigarh,30.733315,76.779418,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,1.0,,
21754,1984,4,19,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,0.0,,
21757,1984,4,19,92,India,6,South Asia,Haryana,Ambala,30.378179,76.776697,1,Assassination,3,Police,92.0,India,Unknown,5,Firearms,2.0,,
21779,1984,4,21,92,India,6,South Asia,Unknown,Unknown,,,1,Assassination,17,Terrorists/Non-State Militia,92.0,India,Sikh Extremists,13,Unknown,1.0,,
21782,1984,4,21,92,India,6,South Asia,Unknown,Unknown,,,7,Facility/Infrastructure Attack,19,Transportation,92.0,India,Sikh Extremists,8,Incendiary,0.0,,
21789,1984,4,22,92,India,6,South Asia,Punjab,Jogiana,31.800654,75.788018,1,Assassination,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,5,Firearms,1.0,,
21796,1984,4,22,92,India,6,South Asia,Himachal Pradesh,Amarkot,30.464581,77.640726,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,5,Firearms,3.0,,
21811,1984,4,23,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,4,Military,92.0,India,Unknown,9,Melee,1.0,,
21817,1984,4,23,92,India,6,South Asia,Punjab,Firozpur,30.954424,74.612085,9,Unknown,3,Police,92.0,India,Unknown,13,Unknown,6.0,4.0,Unknown
21823,1984,4,24,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,9,Unknown,3,Police,92.0,India,Sikh Extremists,13,Unknown,2.0,,
21824,1984,4,24,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,9,Melee,1.0,,
21847,1984,4,26,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,1,Business,92.0,India,Sikh Extremists,5,Firearms,1.0,,
21848,1984,4,26,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,1,Business,92.0,India,Unknown,5,Firearms,1.0,,
21880,1984,4,30,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,2.0,,
21899,1984,5,1,92,India,6,South Asia,Tripura,Unknown,23.940848,91.988153,1,Assassination,3,Police,92.0,India,Tripura National Volunteers (TNV),5,Firearms,3.0,,
21910,1984,5,2,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,0.0,,
21938,1984,5,5,92,India,6,South Asia,Haryana,Unknown,29.058776,76.085601,2,Armed Assault,19,Transportation,92.0,India,Unknown,5,Firearms,0.0,,
21943,1984,5,6,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,3,Bombing/Explosion,3,Police,92.0,India,Sikh Extremists,6,Explosives,1.0,4.0,Unknown
21946,1984,5,7,92,India,6,South Asia,Punjab,Ferozepur district,30.933135,74.622476,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,13,Unknown,1.0,,
21977,1984,5,10,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,5,Firearms,1.0,,
22007,1984,5,12,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,10,Journalists & Media,92.0,India,Dishmish Regiment,5,Firearms,1.0,,
22021,1984,5,13,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,9,Unknown,19,Transportation,92.0,India,Sikh Extremists,13,Unknown,1.0,,
22023,1984,5,14,92,India,6,South Asia,Unknown,Unknown,,,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,3.0,,
22031,1984,5,14,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,15,Religious Figures/Institutions,92.0,India,Unknown,5,Firearms,3.0,,
22092,1984,5,18,92,India,6,South Asia,Manipur,Unknown,24.663717,93.906269,3,Bombing/Explosion,1,Business,92.0,India,People's Liberation Army (India),13,Unknown,0.0,,
22093,1984,5,18,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,15,Religious Figures/Institutions,92.0,India,Dishmish Regiment,5,Firearms,1.0,,
22096,1984,5,18,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Dishmish Regiment,8,Incendiary,0.0,,
22107,1984,5,20,92,India,6,South Asia,Jammu and Kashmir,Jammu,32.726602,74.857026,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,1.0,,
22109,1984,5,20,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,0.0,,
22123,1984,5,21,92,India,6,South Asia,Punjab,Ferozepur,30.954424,74.612085,1,Assassination,3,Police,92.0,India,Unknown,5,Firearms,1.0,,
22124,1984,5,21,92,India,6,South Asia,Punjab,Mansa district,29.999507,75.393681,1,Assassination,15,Religious Figures/Institutions,92.0,India,Extremists,13,Unknown,1.0,,
22125,1984,5,21,92,India,6,South Asia,Punjab,Moga,30.81646,75.171709,4,Hijacking,19,Transportation,92.0,India,Sikh Extremists,13,Unknown,4.0,4.0,Unknown
22128,1984,5,22,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,0.0,,
22140,1984,5,23,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,3.0,4.0,Unknown
22154,1984,5,25,92,India,6,South Asia,Punjab,Ferozepur,30.954424,74.612085,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,1.0,,
22164,1984,5,29,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,4,Military,92.0,India,Sikh Extremists,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",2.0,,
22168,1984,5,29,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Sikh Extremists,8,Incendiary,0.0,,
22173,1984,5,29,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
22177,1984,5,30,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,2.0,,
22178,1984,5,30,92,India,6,South Asia,Punjab,Tarn Taran,31.448943,74.925262,1,Assassination,3,Police,92.0,India,Unknown,5,Firearms,2.0,,
22181,1984,5,30,92,India,6,South Asia,Punjab,Batala,31.8186,75.2028,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,0.0,4.0,Unknown
22185,1984,6,1,92,India,6,South Asia,Punjab,Dhariwal,31.958504,75.323245,2,Armed Assault,15,Religious Figures/Institutions,92.0,India,Unknown,5,Firearms,4.0,4.0,Unknown
22189,1984,6,2,92,India,6,South Asia,Punjab,Patiala district,30.34,76.38,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,13,Unknown,3.0,,
22190,1984,6,2,92,India,6,South Asia,Punjab,Hoshiarpur,31.524624,75.905947,1,Assassination,2,Government (General),92.0,India,Unknown,13,Unknown,1.0,,
22191,1984,6,2,92,India,6,South Asia,Punjab,Lakhuwal,31.558333,75.294722,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
22192,1984,6,2,92,India,6,South Asia,Punjab,Khanewal,29.886653,76.019607,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
22286,1984,6,15,92,India,6,South Asia,Assam,Tezpur,26.652846,92.792524,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,1.0,,
22289,1984,6,15,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,9,Melee,1.0,,
22301,1984,6,16,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,1.0,,
22358,1984,6,21,92,India,6,South Asia,Haryana,Unknown,29.058776,76.085601,3,Bombing/Explosion,1,Business,92.0,India,Unknown,13,Unknown,0.0,4.0,Unknown
22385,1984,6,24,92,India,6,South Asia,Punjab,Gurdaspur,32.040763,75.401886,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,1.0,4.0,Unknown
22386,1984,6,24,92,India,6,South Asia,Assam,Sootea,26.736229,93.046353,1,Assassination,3,Police,92.0,India,Unknown,13,Unknown,0.0,4.0,Unknown
22387,1984,6,24,92,India,6,South Asia,Assam,Tezpur,26.652846,92.792524,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,0.0,,
22390,1984,6,24,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,15,Religious Figures/Institutions,92.0,India,Unknown,9,Melee,1.0,,
22391,1984,6,24,92,India,6,South Asia,Punjab,Batala,31.8186,75.2028,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,3.0,,
22419,1984,6,27,92,India,6,South Asia,Assam,Tezpur,26.652846,92.792524,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,0.0,,
22478,1984,7,5,92,India,6,South Asia,Unknown,Unknown,,,4,Hijacking,6,Airports & Aircraft,92.0,India,All India Sikh Students Federation (AISSF),5,Firearms,0.0,,
22685,1984,7,21,92,India,6,South Asia,Unknown,Unknown,,,7,Facility/Infrastructure Attack,20,Unknown,92.0,India,Unknown,11,Sabotage Equipment,0.0,,
22686,1984,7,21,92,India,6,South Asia,Punjab,Ludhiana district,30.900965,75.857276,9,Unknown,3,Police,92.0,India,Sikh Extremists,13,Unknown,1.0,4.0,Unknown
22789,1984,8,2,92,India,6,South Asia,Tamil Nadu,Chennai,13.08268,80.270718,3,Bombing/Explosion,6,Airports & Aircraft,92.0,India,Unknown,6,Explosives,31.0,,
22845,1984,8,8,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
22871,1984,8,10,92,India,6,South Asia,Karnataka,Unknown,15.317278,75.713889,4,Hijacking,6,Airports & Aircraft,92.0,India,Unknown,6,Explosives,0.0,,
23010,1984,8,24,92,India,6,South Asia,Unknown,Unknown,,,4,Hijacking,6,Airports & Aircraft,92.0,India,Sikh Extremists,9,Melee,0.0,,
23136,1984,9,0,92,India,6,South Asia,Unknown,Unknown,,,2,Armed Assault,1,Business,92.0,India,Sikh Extremists,9,Melee,0.0,,
23205,1984,9,5,92,India,6,South Asia,Tripura,Subaisingh,23.940848,91.988153,2,Armed Assault,19,Transportation,92.0,India,Tripura National Volunteers (TNV),9,Melee,3.0,,
23256,1984,9,12,92,India,6,South Asia,Punjab,Jalandhar,31.326015,75.576183,3,Bombing/Explosion,1,Business,92.0,India,Sikh Extremists,6,Explosives,2.0,,
23258,1984,9,12,92,India,6,South Asia,Punjab,Batala,31.8186,75.2028,4,Hijacking,19,Transportation,92.0,India,Sikh Extremists,5,Firearms,14.0,,
23438,1984,10,4,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Sikh Extremists,6,Explosives,0.0,,
23570,1984,10,25,92,India,6,South Asia,Delhi,Delhi,28.690073,77.213982,3,Bombing/Explosion,1,Business,92.0,India,Unknown,6,Explosives,0.0,,
23630,1984,10,31,92,India,6,South Asia,Delhi,New Delhi,28.585836,77.153336,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,1.0,,
23859,1984,11,27,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,1,Assassination,2,Government (General),216.0,Great Britain,Revolutionary Organization of Socialist Muslims,5,Firearms,1.0,,
23922,1984,12,8,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,1,Assassination,2,Government (General),92.0,India,National Socialist Council of Nagaland,13,Unknown,0.0,,
23923,1984,12,8,92,India,6,South Asia,Unknown,Nalavdar,,,3,Bombing/Explosion,3,Police,92.0,India,Extremists,6,Explosives,1.0,,
24319,1985,2,3,92,India,6,South Asia,Punjab,Bathinda district,30.210994,74.945475,9,Unknown,15,Religious Figures/Institutions,92.0,India,Unknown,13,Unknown,6.0,,
24326,1985,2,5,92,India,6,South Asia,Tripura,Unknown,23.940848,91.988153,1,Assassination,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),13,Unknown,2.0,,
24333,1985,2,5,92,India,6,South Asia,Unknown,Bhrigudas Bari,,,9,Unknown,14,Private Citizens & Property,92.0,India,Tripura National Volunteers (TNV),13,Unknown,0.0,3.0,Minor (likely < $1 million)
24334,1985,2,5,92,India,6,South Asia,Unknown,Madhaybrar,,,1,Assassination,2,Government (General),92.0,India,Tripura National Volunteers (TNV),5,Firearms,0.0,4.0,Unknown
24632,1985,3,24,92,India,6,South Asia,Chandigarh,Chandigarh,30.733315,76.779418,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,13,Unknown,1.0,,
24639,1985,3,24,92,India,6,South Asia,Chandigarh,Chandigarh,30.733315,76.779418,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,13,Unknown,1.0,,
24737,1985,4,8,92,India,6,South Asia,Chandigarh,Chandigarh,30.733315,76.779418,1,Assassination,3,Police,92.0,India,Unknown,13,Unknown,1.0,,
24811,1985,4,19,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,1.0,,
24865,1985,4,30,92,India,6,South Asia,Chandigarh,Chandigarh,30.733315,76.779418,3,Bombing/Explosion,15,Religious Figures/Institutions,92.0,India,Sikh Extremists,6,Explosives,0.0,3.0,Minor (likely < $1 million)
24947,1985,5,6,92,India,6,South Asia,Punjab,Dhariwal,31.958504,75.323245,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,13,Unknown,2.0,,
24954,1985,5,7,92,India,6,South Asia,Punjab,Bhatinda,30.210994,74.945474,1,Assassination,3,Police,92.0,India,Unknown,13,Unknown,1.0,,
25036,1985,5,10,92,India,6,South Asia,Uttar Pradesh,Unknown,26.846709,80.946159,3,Bombing/Explosion,19,Transportation,,,Sikh Extremists,6,Explosives,2.0,4.0,Unknown
25037,1985,5,10,92,India,6,South Asia,Haryana,Hisar,29.149187,75.721653,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,3.0,4.0,Unknown
